No,Saldo,Frek ATM,Jenis Kelamin,tempat tinggal,Frek Supermarket,Frek Dept Store,Usia,Tertarik
535,20.556,14,Laki-Laki,rural,4,5,39,1
536,2.827,6,Laki-Laki,rural,3,1,42,0
537,1.065,0,Perempuan,rural,4,1,31,0
538,6.136,3,Perempuan,rural,2,7,43,0
539,14.522,8,Laki-Laki,urban,0,3,43,0
540,1.275,3,Perempuan,rural,5,0,42,0
541,0.236,4,Laki-Laki,rural,2,0,42,0
542,3.937,2,Laki-Laki,rural,3,2,41,0
543,1.461,10,Laki-Laki,urban,0,1,40,0
544,7.011,10,Laki-Laki,urban,2,2,40,0
545,1.736,4,Perempuan,urban,4,2,32,0
546,0.782,1,Laki-Laki,urban,1,1,40,0
547,8.400,3,Laki-Laki,rural,2,0,33,0
548,4.139,0,Laki-Laki,rural,0,1,27,1
549,9.862,12,Perempuan,urban,5,2,47,1
550,6.691,11,Perempuan,urban,5,0,39,0
551,7.173,3,Laki-Laki,rural,1,2,37,0
552,7.338,9,Perempuan,urban,4,2,40,0
553,1.114,5,Perempuan,rural,5,1,37,0
554,2.691,4,Laki-Laki,urban,0,1,48,0
555,7.545,3,Laki-Laki,urban,1,4,39,0
556,1.572,5,Perempuan,urban,1,2,39,0
557,8.585,6,Laki-Laki,rural,8,1,36,1
558,8.735,3,Laki-Laki,rural,1,2,37,0
559,2.689,3,Perempuan,urban,5,1,37,0
560,1.344,3,Perempuan,rural,7,4,40,0
561,9.434,4,Perempuan,urban,3,2,44,0
562,0.292,1,Perempuan,rural,0,2,27,0
563,7.896,7,Laki-Laki,rural,1,1,37,0
564,6.265,4,Perempuan,rural,3,1,34,0
565,1.757,0,Laki-Laki,rural,1,1,34,0
566,1.637,0,Perempuan,urban,7,2,46,0
567,3.471,8,Laki-Laki,urban,4,1,38,0
568,4.853,2,Perempuan,rural,6,3,37,0
569,3.505,2,Laki-Laki,urban,2,1,38,0
570,1.055,1,Laki-Laki,urban,2,4,37,0
571,6.824,5,Laki-Laki,urban,2,0,47,0
572,0.380,0,Laki-Laki,rural,1,8,38,0
573,3.330,7,Perempuan,rural,4,1,40,0
574,1.052,5,Laki-Laki,rural,4,1,39,0
575,4.008,6,Perempuan,rural,2,0,47,0
576,5.111,3,Perempuan,rural,0,1,42,0
577,2.146,4,Perempuan,rural,4,4,38,0
578,12.927,11,Laki-Laki,rural,3,1,37,1
579,0.393,5,Laki-Laki,rural,0,2,45,0
580,0.449,3,Laki-Laki,rural,3,2,37,0
581,18.143,10,Perempuan,rural,6,4,34,1
582,2.572,4,Perempuan,urban,5,1,38,0
583,3.678,1,Perempuan,rural,4,4,42,0
584,0.738,4,Laki-Laki,rural,4,3,36,0
585,3.210,10,Perempuan,rural,5,2,34,0
586,2.510,1,Laki-Laki,urban,0,2,38,0
587,3.661,2,Laki-Laki,urban,0,1,43,0
588,1.726,3,Laki-Laki,rural,1,1,40,0
589,0.147,2,Laki-Laki,rural,1,1,41,0
590,1.015,4,Laki-Laki,rural,1,2,39,0
591,9.292,10,Laki-Laki,urban,2,1,41,0
592,3.313,1,Perempuan,rural,3,1,34,0
593,16.005,9,Perempuan,rural,2,3,34,1
594,27.614,24,Perempuan,rural,11,12,31,1
595,3.705,3,Laki-Laki,urban,9,0,40,0
596,0.021,5,Laki-Laki,rural,5,2,45,0
597,2.270,4,Perempuan,rural,2,3,33,0
598,2.705,4,Perempuan,rural,4,2,34,0
599,2.398,5,Laki-Laki,rural,2,1,40,0
600,4.666,3,Perempuan,rural,4,2,38,0
601,2.004,4,Laki-Laki,urban,1,1,34,0
602,2.947,0,Laki-Laki,rural,0,1,44,0
603,1.157,1,Perempuan,rural,4,0,38,0
604,1.701,6,Laki-Laki,urban,7,1,42,0
605,0.444,2,Perempuan,rural,3,2,42,0
606,1.311,1,Laki-Laki,urban,2,1,37,0
607,3.399,2,Laki-Laki,rural,2,2,33,0
608,1.706,1,Laki-Laki,rural,2,0,41,0
609,3.824,2,Laki-Laki,urban,1,1,44,0
610,1.904,5,Laki-Laki,rural,2,2,31,0
611,1.274,6,Laki-Laki,rural,3,2,43,0
612,0.431,1,Laki-Laki,rural,1,2,38,0
613,8.773,8,Laki-Laki,rural,1,2,44,0
614,8.775,2,Laki-Laki,rural,2,4,33,0
615,10.615,8,Laki-Laki,urban,0,2,43,0
616,4.090,2,Perempuan,urban,3,4,41,0
617,2.831,3,Perempuan,urban,3,0,39,0
618,13.519,6,Perempuan,rural,10,5,40,1
619,7.723,5,Perempuan,rural,2,3,24,1
620,0.424,3,Laki-Laki,urban,4,2,40,0
621,12.156,3,Laki-Laki,rural,4,2,31,1
622,1.794,0,Perempuan,rural,2,0,32,0
623,9.792,7,Laki-Laki,urban,1,1,42,0
624,15.965,19,Laki-Laki,urban,8,1,40,1
625,12.612,9,Perempuan,rural,3,3,39,0
626,7.623,2,Perempuan,rural,0,1,34,0
627,30.590,14,Laki-Laki,rural,0,5,32,1
628,20.791,11,Laki-Laki,urban,5,5,30,1
629,3.021,1,Perempuan,urban,2,1,46,0
630,8.820,6,Perempuan,urban,4,0,42,0
631,4.692,4,Laki-Laki,urban,0,2,33,0
632,1.787,0,Perempuan,urban,3,6,36,0
633,0.174,3,Perempuan,urban,4,1,36,0
634,2.668,4,Laki-Laki,rural,0,1,38,0
635,15.178,5,Laki-Laki,urban,1,2,30,1
636,3.121,4,Laki-Laki,urban,0,2,40,0
637,1.462,6,Laki-Laki,urban,0,2,36,0
638,0.451,3,Laki-Laki,rural,2,5,45,0
639,18.533,2,Laki-Laki,urban,1,1,50,0
640,3.200,4,Perempuan,rural,0,1,38,0
641,18.560,9,Perempuan,urban,5,3,32,1
642,0.282,3,Perempuan,urban,3,3,34,0
643,14.203,8,Perempuan,rural,3,9,32,1
644,2.858,6,Laki-Laki,urban,5,5,37,1
645,8.770,4,Laki-Laki,rural,2,2,42,0
646,7.470,3,Laki-Laki,rural,0,2,38,0
647,1.894,4,Laki-Laki,rural,1,7,33,1
648,0.707,5,Laki-Laki,rural,0,0,38,0
649,0.158,3,Laki-Laki,rural,1,1,33,0
650,13.074,4,Perempuan,urban,3,0,36,0
651,5.725,1,Laki-Laki,urban,1,1,33,0
652,0.253,3,Perempuan,urban,0,2,27,1
653,7.810,0,Laki-Laki,urban,2,3,36,0
654,6.297,2,Laki-Laki,urban,2,1,37,0
655,4.258,5,Laki-Laki,rural,5,1,38,0
656,1.893,1,Laki-Laki,rural,3,4,40,0
657,1.035,2,Laki-Laki,urban,3,2,39,0
658,1.619,4,Laki-Laki,rural,1,1,37,0
659,19.437,11,Laki-Laki,urban,3,5,48,1
660,6.326,4,Perempuan,rural,1,0,43,0
661,0.543,4,Laki-Laki,rural,1,1,51,0
662,4.132,3,Laki-Laki,rural,0,2,30,1
663,0.946,2,Perempuan,rural,4,1,40,0
664,5.004,3,Laki-Laki,urban,5,2,36,0
665,6.397,7,Laki-Laki,rural,7,2,39,0
666,1.304,3,Laki-Laki,rural,2,1,33,0
667,29.471,8,Perempuan,urban,3,2,27,1
668,2.511,3,Laki-Laki,rural,2,1,31,0
669,12.873,12,Laki-Laki,rural,5,3,29,1
670,4.049,6,Laki-Laki,rural,5,2,44,0
671,48.106,23,Laki-Laki,urban,1,6,35,1
672,0.439,2,Laki-Laki,urban,1,0,31,0
673,0.903,1,Laki-Laki,urban,0,4,43,0
674,18.469,6,Laki-Laki,urban,8,3,41,1
675,1.260,3,Perempuan,rural,1,2,41,0
676,10.973,6,Perempuan,urban,1,2,39,0
677,0.219,1,Laki-Laki,urban,1,6,37,0
678,3.028,5,Perempuan,rural,5,1,49,0
679,10.242,11,Perempuan,urban,6,1,38,1
680,2.554,2,Laki-Laki,rural,0,3,43,0
681,4.130,4,Perempuan,urban,3,1,29,1
682,2.446,1,Laki-Laki,rural,1,1,38,0
683,6.693,6,Perempuan,rural,5,1,42,0
684,9.023,10,Perempuan,rural,7,1,20,1
685,7.141,4,Perempuan,rural,7,3,39,0
686,11.289,7,Perempuan,rural,4,1,38,0
687,0.452,4,Perempuan,rural,5,3,48,0
688,1.065,4,Perempuan,urban,9,2,39,0
689,3.950,3,Perempuan,rural,1,2,37,0
690,2.003,0,Perempuan,urban,5,0,33,0
691,1.723,6,Perempuan,urban,4,1,36,0
692,6.158,2,Perempuan,rural,2,3,41,0
693,12.299,4,Perempuan,rural,5,2,36,0
694,3.540,6,Perempuan,rural,5,1,33,0
695,5.225,2,Laki-Laki,rural,1,1,33,0
696,1.669,1,Laki-Laki,rural,3,1,36,0
697,0.183,6,Perempuan,rural,3,1,46,0
698,23.230,20,Laki-Laki,urban,2,3,41,1
699,20.387,5,Laki-Laki,rural,1,7,45,1
700,9.657,6,Laki-Laki,rural,3,1,38,0
701,10.164,6,Perempuan,rural,7,5,45,1
702,0.436,3,Perempuan,rural,3,0,36,0
703,8.063,1,Laki-Laki,rural,3,1,27,1
704,3.057,3,Laki-Laki,rural,1,2,34,0
705,4.842,5,Perempuan,rural,9,1,32,1
706,0.097,4,Perempuan,urban,6,1,40,0
707,0.468,2,Perempuan,rural,2,2,39,0
708,0.702,2,Perempuan,rural,1,0,38,0
709,3.923,3,Perempuan,urban,4,2,40,0
710,8.231,4,Perempuan,rural,3,1,43,0
711,7.501,4,Laki-Laki,urban,2,2,48,0
712,4.360,2,Perempuan,rural,5,0,42,0
713,1.829,4,Perempuan,urban,0,0,37,0
714,8.831,1,Perempuan,rural,1,2,46,0
715,6.570,2,Laki-Laki,rural,1,4,40,0
716,45.507,14,Perempuan,rural,3,10,33,1
717,2.349,2,Perempuan,rural,3,2,37,0
718,3.974,7,Laki-Laki,urban,1,1,40,0
719,1.077,2,Perempuan,urban,1,2,29,0
720,0.372,5,Laki-Laki,rural,2,1,44,0
721,8.595,2,Laki-Laki,urban,0,0,36,0
722,6.739,5,Laki-Laki,rural,1,1,38,0
723,2.109,0,Perempuan,rural,0,1,40,0
724,14.793,8,Laki-Laki,urban,4,3,58,1
725,1.576,1,Laki-Laki,urban,0,2,46,0
726,0.164,3,Laki-Laki,urban,0,4,36,0
727,0.311,4,Laki-Laki,rural,0,1,40,0
728,32.326,17,Perempuan,rural,3,10,26,1
729,0.116,5,Laki-Laki,rural,3,1,39,0
730,9.569,5,Perempuan,rural,3,1,45,0
731,0.101,7,Perempuan,urban,0,2,42,0
732,10.353,4,Laki-Laki,urban,1,7,35,0
733,18.193,14,Laki-Laki,urban,6,2,36,1
734,0.612,2,Laki-Laki,urban,2,1,38,0
735,3.292,5,Laki-Laki,urban,6,1,36,0
736,5.832,3,Laki-Laki,rural,0,5,35,0
737,2.264,5,Perempuan,rural,0,2,36,0
738,6.093,8,Laki-Laki,rural,0,3,31,1
739,10.794,12,Perempuan,rural,12,8,35,1
740,15.993,2,Perempuan,rural,0,1,48,0
741,0.737,0,Perempuan,urban,0,1,31,0
742,5.813,3,Laki-Laki,urban,1,1,31,0
743,21.253,4,Perempuan,rural,4,2,45,0
744,9.903,5,Perempuan,rural,5,0,35,0
745,6.574,1,Laki-Laki,urban,2,3,36,0
746,12.596,11,Laki-Laki,rural,2,5,32,1
747,3.559,4,Laki-Laki,rural,1,1,33,0
748,2.340,3,Perempuan,urban,1,2,38,0
749,3.630,4,Perempuan,rural,2,0,33,0
750,1.125,4,Laki-Laki,rural,3,1,37,0
751,2.810,1,Laki-Laki,urban,0,4,35,0
752,0.607,6,Perempuan,urban,4,2,37,0
753,0.855,2,Laki-Laki,rural,0,3,40,0
754,6.835,1,Perempuan,urban,4,0,35,0
755,7.474,7,Perempuan,rural,5,0,36,0
756,6.746,8,Perempuan,urban,4,2,32,1
757,4.716,4,Laki-Laki,rural,1,2,36,0
758,5.907,4,Perempuan,rural,1,1,36,0
759,21.326,7,Laki-Laki,urban,0,6,39,1
760,1.164,4,Laki-Laki,rural,0,2,35,0
761,4.464,10,Perempuan,rural,8,2,40,1
762,40.848,25,Perempuan,rural,8,9,31,1
763,1.530,4,Perempuan,urban,2,2,40,0
764,1.961,5,Perempuan,rural,7,1,37,0
765,1.039,4,Perempuan,urban,3,2,38,0
766,9.255,5,Laki-Laki,rural,7,1,35,1
767,4.609,6,Perempuan,urban,3,2,43,0
768,10.482,4,Laki-Laki,rural,1,0,44,0
769,3.166,4,Laki-Laki,urban,0,0,35,0
770,23.888,9,Laki-Laki,urban,3,4,32,1
771,1.086,2,Perempuan,rural,0,3,45,0
772,3.181,2,Perempuan,urban,3,2,41,0
773,5.030,2,Laki-Laki,urban,0,1,40,0
774,2.026,1,Laki-Laki,rural,3,2,47,0
775,2.519,4,Perempuan,urban,1,0,38,0
776,3.773,0,Laki-Laki,urban,1,0,35,0
777,8.112,3,Laki-Laki,urban,0,2,37,0
778,10.779,2,Laki-Laki,rural,2,3,40,0
779,0.395,3,Perempuan,urban,4,2,38,0
780,0.236,3,Laki-Laki,rural,1,2,35,0
781,5.355,4,Laki-Laki,rural,1,0,39,0
782,8.409,1,Laki-Laki,rural,2,1,38,0
783,2.155,1,Perempuan,rural,4,2,36,0
784,0.113,8,Perempuan,rural,8,0,36,0
785,0.228,2,Perempuan,rural,4,5,35,0
786,5.545,3,Laki-Laki,rural,4,0,38,0
787,2.039,2,Perempuan,rural,1,3,39,0
788,3.939,1,Perempuan,rural,5,2,32,1
789,0.161,5,Perempuan,rural,5,2,34,0
790,8.428,9,Perempuan,rural,2,2,37,0
791,3.904,4,Laki-Laki,rural,2,1,30,1
792,1.066,7,Laki-Laki,rural,2,7,23,1
793,22.515,8,Perempuan,urban,4,2,37,1
794,7.502,4,Perempuan,rural,5,1,34,0
795,4.064,2,Laki-Laki,rural,1,2,37,0
796,3.102,5,Perempuan,rural,1,1,38,0
797,9.760,5,Laki-Laki,rural,1,0,40,0
798,0.124,9,Perempuan,urban,4,1,30,1
799,27.523,13,Laki-Laki,urban,3,6,44,1
800,13.258,10,Laki-Laki,rural,1,3,39,0
801,3.141,2,Perempuan,urban,2,1,37,0
802,7.077,3,Perempuan,rural,4,2,32,1
803,0.184,2,Perempuan,rural,6,4,37,0
804,1.798,4,Laki-Laki,urban,3,2,36,0
805,6.950,5,Laki-Laki,rural,1,2,36,0
806,3.630,8,Laki-Laki,rural,2,1,38,0
807,9.471,6,Perempuan,rural,3,2,37,0
808,1.598,5,Laki-Laki,urban,5,0,33,0
809,19.842,11,Laki-Laki,urban,2,1,36,0
810,3.111,1,Perempuan,rural,2,3,41,0
811,3.398,2,Laki-Laki,rural,0,1,34,0
812,12.446,5,Laki-Laki,rural,3,3,31,1
813,2.022,2,Perempuan,rural,0,1,35,0
814,0.382,1,Perempuan,rural,2,2,35,0
815,1.530,1,Laki-Laki,rural,1,2,25,1
816,7.160,1,Laki-Laki,rural,2,3,36,0
817,1.381,0,Perempuan,rural,2,7,41,0
818,0.087,3,Laki-Laki,rural,2,2,39,0
819,4.703,4,Perempuan,rural,4,2,33,0
820,10.876,4,Laki-Laki,urban,2,4,35,0
821,0.495,4,Laki-Laki,rural,1,1,40,0
822,20.944,5,Perempuan,rural,2,3,39,0
823,2.712,1,Perempuan,rural,0,1,46,0
824,12.747,5,Perempuan,urban,2,6,44,0
825,1.794,5,Laki-Laki,urban,0,1,42,0
826,4.472,1,Laki-Laki,urban,1,0,39,0
827,0.498,4,Perempuan,rural,3,0,41,0
828,3.464,4,Laki-Laki,rural,1,0,33,0
829,0.807,1,Laki-Laki,rural,1,3,42,0
830,3.327,1,Perempuan,rural,0,3,36,0
831,8.220,6,Laki-Laki,rural,0,0,32,0
832,2.562,4,Laki-Laki,rural,0,1,39,0
833,6.868,5,Perempuan,urban,8,1,45,0
834,8.021,6,Perempuan,rural,5,1,50,0
835,0.883,3,Laki-Laki,urban,0,1,45,0
836,3.258,7,Laki-Laki,rural,2,2,44,0
837,12.042,6,Laki-Laki,rural,4,5,39,1
838,5.908,1,Laki-Laki,rural,2,1,44,0
839,0.908,2,Laki-Laki,urban,2,1,40,0
840,1.424,2,Laki-Laki,rural,1,1,34,0
841,2.199,2,Perempuan,urban,2,2,41,0
842,8.736,5,Laki-Laki,rural,2,0,35,0
843,2.869,5,Perempuan,rural,6,2,41,0
844,8.356,7,Laki-Laki,rural,2,0,33,1
845,5.731,5,Laki-Laki,urban,4,1,37,0
846,1.121,3,Laki-Laki,urban,0,5,37,0
847,8.339,8,Perempuan,rural,2,0,33,0
848,0.763,5,Laki-Laki,rural,0,1,38,0
849,0.212,3,Perempuan,urban,4,0,42,0
850,12.871,13,Laki-Laki,rural,8,4,31,1
851,8.371,5,Laki-Laki,urban,2,1,43,0
852,10.938,6,Laki-Laki,urban,3,3,33,1
853,17.927,4,Laki-Laki,rural,0,2,43,0
854,0.998,3,Perempuan,rural,2,2,38,0
855,4.463,7,Perempuan,rural,1,1,38,0
856,2.483,3,Perempuan,rural,2,0,40,0
857,5.440,3,Perempuan,rural,4,0,43,0
858,0.443,8,Laki-Laki,urban,0,4,37,0
859,4.512,3,Laki-Laki,urban,1,5,46,0
860,12.278,7,Perempuan,rural,5,0,29,1
861,2.420,5,Perempuan,rural,3,5,40,0
862,2.010,4,Laki-Laki,urban,0,4,33,0
863,13.102,8,Perempuan,rural,2,1,35,0
864,6.531,3,Perempuan,urban,5,0,41,0
865,1.202,1,Perempuan,rural,1,1,38,0
866,2.119,0,Perempuan,rural,8,1,32,0
867,0.603,8,Laki-Laki,urban,1,3,46,0
868,1.787,3,Perempuan,urban,4,1,32,0
869,5.257,2,Laki-Laki,rural,1,5,38,0
870,2.122,1,Laki-Laki,rural,1,1,35,0
871,2.641,7,Laki-Laki,rural,5,1,38,0
872,0.698,2,Laki-Laki,rural,3,3,33,0
873,2.801,4,Laki-Laki,rural,0,1,40,0
874,18.230,6,Laki-Laki,rural,1,2,33,1
875,12.232,3,Laki-Laki,rural,0,3,39,0
876,15.336,6,Laki-Laki,urban,6,5,36,1
877,17.347,12,Laki-Laki,rural,3,1,39,1
878,15.639,10,Laki-Laki,rural,1,3,31,1
879,4.770,4,Laki-Laki,urban,1,0,45,0
880,1.612,1,Perempuan,rural,4,1,35,0
881,4.068,3,Laki-Laki,rural,1,5,37,0
882,3.214,5,Laki-Laki,urban,3,1,43,0
883,5.317,6,Laki-Laki,urban,1,1,33,0
884,1.946,4,Laki-Laki,rural,0,0,35,0
885,0.526,5,Perempuan,rural,7,2,32,1
886,3.404,5,Laki-Laki,urban,2,11,40,1
887,8.301,3,Perempuan,rural,5,6,38,0
888,23.022,11,Laki-Laki,rural,2,4,33,1
889,1.071,2,Laki-Laki,urban,0,3,42,0
890,20.177,18,Laki-Laki,urban,2,8,48,1
891,14.232,8,Perempuan,rural,2,3,41,0
892,4.156,0,Perempuan,rural,3,0,46,0
893,1.659,1,Perempuan,rural,0,0,41,0
894,7.171,3,Laki-Laki,rural,1,1,33,0
895,9.044,1,Laki-Laki,rural,1,2,40,0
896,0.687,5,Perempuan,rural,2,2,41,0
897,4.724,4,Perempuan,urban,1,0,39,0
898,2.668,4,Perempuan,urban,2,0,44,0
899,2.746,2,Perempuan,urban,0,0,39,0
900,3.610,2,Laki-Laki,urban,0,1,44,0
901,3.488,4,Laki-Laki,urban,0,1,32,0
902,1.228,8,Perempuan,urban,1,1,45,0
903,1.245,3,Laki-Laki,urban,0,1,37,0
904,1.634,0,Perempuan,urban,3,6,38,0
905,15.963,10,Laki-Laki,rural,4,7,38,1
906,8.905,0,Laki-Laki,rural,1,2,37,0
907,3.859,4,Laki-Laki,urban,0,3,44,0
908,0.695,1,Laki-Laki,urban,1,2,38,0
909,2.889,1,Laki-Laki,rural,1,2,36,0
910,6.219,6,Perempuan,rural,1,2,38,0
911,7.384,2,Laki-Laki,urban,0,1,28,1
912,19.035,9,Perempuan,rural,8,1,33,1
913,2.608,7,Laki-Laki,rural,0,5,42,0
914,0.656,3,Laki-Laki,rural,0,3,36,0
915,0.429,2,Perempuan,urban,4,2,42,0
916,2.181,3,Laki-Laki,urban,6,4,36,0
917,1.208,4,Perempuan,urban,4,4,36,0
918,2.477,3,Perempuan,rural,2,1,44,0
919,4.774,5,Laki-Laki,rural,2,2,37,0
920,5.015,4,Laki-Laki,rural,1,3,40,0
921,3.207,3,Perempuan,rural,4,1,37,0
922,1.051,2,Laki-Laki,urban,1,2,41,0
923,4.989,5,Perempuan,rural,6,1,38,0
924,19.562,6,Perempuan,urban,1,0,42,0
925,3.636,2,Perempuan,rural,2,1,35,0
926,0.047,5,Laki-Laki,rural,3,1,35,0
927,1.100,3,Perempuan,urban,3,0,46,0
928,5.147,5,Laki-Laki,rural,5,0,45,0
929,4.460,5,Laki-Laki,urban,6,3,39,0
930,9.951,7,Laki-Laki,urban,3,3,36,1
931,2.371,4,Perempuan,urban,0,1,35,0
932,2.740,4,Laki-Laki,rural,1,0,31,0
933,6.891,6,Perempuan,rural,2,0,39,0
934,0.401,0,Laki-Laki,rural,1,2,35,0
935,3.212,3,Laki-Laki,rural,2,4,28,1
936,2.471,3,Laki-Laki,urban,2,2,41,0
937,7.692,6,Laki-Laki,rural,3,2,40,0
938,0.514,2,Perempuan,urban,0,2,37,0
939,4.109,5,Laki-Laki,rural,2,2,33,0
940,2.711,7,Laki-Laki,rural,1,4,41,0
941,26.369,11,Perempuan,urban,3,5,34,1
942,26.609,8,Perempuan,urban,8,3,37,1
943,0.983,0,Perempuan,urban,6,2,45,0
944,12.217,4,Laki-Laki,urban,0,1,38,0
945,1.335,3,Laki-Laki,rural,1,0,34,0
946,0.148,2,Laki-Laki,rural,1,1,32,0
947,9.271,10,Perempuan,urban,5,0,47,0
948,6.964,10,Laki-Laki,rural,2,5,40,0
949,2.460,1,Perempuan,urban,11,2,34,1
950,5.803,3,Laki-Laki,urban,1,2,34,0
951,11.320,6,Laki-Laki,rural,3,2,39,0
952,1.437,2,Laki-Laki,rural,0,2,37,0
953,1.586,3,Laki-Laki,urban,1,1,38,0
954,1.900,8,Perempuan,rural,2,0,30,0
955,6.594,7,Laki-Laki,urban,3,1,40,0
956,40.753,16,Perempuan,rural,10,7,35,1
957,2.218,3,Perempuan,rural,0,4,41,0
958,1.882,1,Laki-Laki,rural,0,2,33,0
959,2.837,6,Perempuan,rural,9,2,39,0
960,23.312,7,Perempuan,rural,3,6,37,1
961,1.149,5,Laki-Laki,rural,0,1,36,0
962,7.918,3,Perempuan,urban,2,0,38,0
963,11.525,6,Laki-Laki,urban,1,3,39,0
964,6.417,7,Laki-Laki,urban,0,2,40,0
965,1.368,3,Laki-Laki,rural,1,1,38,0
966,2.770,0,Perempuan,rural,5,1,38,0
967,12.573,10,Laki-Laki,urban,2,1,36,1
968,5.672,1,Perempuan,urban,3,0,35,0
969,1.800,5,Laki-Laki,rural,2,2,34,0
970,4.240,1,Perempuan,rural,1,2,50,0
971,29.972,7,Perempuan,urban,7,5,41,1
972,4.186,3,Perempuan,rural,1,4,42,0
973,5.738,2,Perempuan,rural,1,0,41,0
974,2.259,4,Perempuan,urban,1,1,37,0
975,4.340,0,Laki-Laki,rural,1,6,35,0
976,2.803,4,Laki-Laki,rural,4,3,34,1
977,0.023,0,Laki-Laki,urban,0,0,41,0
978,6.092,5,Perempuan,rural,15,3,34,1
979,1.656,2,Laki-Laki,urban,3,2,37,0
980,1.533,6,Laki-Laki,rural,1,0,34,0
981,0.018,1,Perempuan,rural,2,0,34,0
982,5.659,0,Perempuan,urban,3,2,34,0
983,0.779,2,Perempuan,rural,4,0,30,0
984,3.704,5,Laki-Laki,rural,2,1,36,0
985,10.446,9,Laki-Laki,urban,5,3,30,1
986,11.470,3,Perempuan,rural,2,1,39,0
987,3.469,1,Laki-Laki,rural,0,1,37,0
988,9.234,2,Laki-Laki,rural,1,0,35,0
989,11.965,5,Perempuan,rural,1,2,35,0
990,5.796,5,Laki-Laki,rural,0,1,33,0
991,0.626,4,Laki-Laki,urban,1,7,34,0
992,31.902,11,Perempuan,urban,6,2,30,1
993,5.073,0,Laki-Laki,urban,2,1,37,0
994,7.145,1,Perempuan,urban,5,1,30,1
995,14.348,4,Perempuan,urban,10,3,34,1
996,1.798,1,Perempuan,rural,0,2,36,0
997,0.074,2,Perempuan,urban,4,0,43,0
998,0.575,4,Laki-Laki,urban,3,2,44,0
999,1.704,5,Laki-Laki,rural,2,2,37,0
1000,5.936,1,Perempuan,rural,1,2,32,0
1001,16.113,10,Perempuan,rural,5,1,37,1
1002,4.331,3,Perempuan,urban,2,0,45,0
1003,0.198,3,Perempuan,urban,3,2,36,0
1004,1.353,2,Perempuan,urban,2,4,46,0
1005,13.594,3,Laki-Laki,urban,0,10,41,1
1006,7.149,1,Perempuan,rural,4,2,41,0
1007,1.438,7,Laki-Laki,urban,4,2,39,0
1008,0.164,2,Laki-Laki,rural,0,0,45,0
1009,0.445,2,Laki-Laki,rural,1,2,38,0
1010,3.869,2,Laki-Laki,urban,1,3,35,0
1011,0.682,2,Laki-Laki,rural,1,2,33,0
1012,0.597,1,Laki-Laki,rural,2,1,36,0
1013,2.358,2,Laki-Laki,rural,2,4,39,0
1014,0.460,3,Perempuan,rural,0,0,36,0
1015,1.052,10,Laki-Laki,rural,6,1,32,1
1016,3.613,7,Laki-Laki,rural,2,2,46,0
1017,3.698,5,Perempuan,rural,3,1,31,0
1018,9.156,3,Laki-Laki,urban,3,1,27,1
1019,11.497,15,Perempuan,urban,5,3,34,1
1020,0.129,2,Perempuan,urban,9,3,37,0
1021,8.287,2,Laki-Laki,rural,1,1,41,0
1022,16.630,3,Perempuan,rural,0,1,38,0
1023,14.458,14,Laki-Laki,rural,2,1,42,0
1024,0.224,3,Perempuan,urban,2,2,37,0
1025,2.809,5,Perempuan,rural,6,4,45,0
1026,5.821,11,Perempuan,urban,3,1,38,0
1027,4.120,2,Laki-Laki,rural,1,0,39,0
1028,3.204,4,Laki-Laki,rural,1,2,42,0
1029,0.217,4,Laki-Laki,urban,0,2,43,0
1030,4.056,4,Laki-Laki,urban,1,8,46,0
1031,2.557,4,Perempuan,rural,2,6,38,0
1032,7.022,4,Laki-Laki,urban,0,2,39,0
1033,1.462,8,Laki-Laki,rural,6,1,30,1
1034,20.030,7,Perempuan,urban,3,2,36,1
1035,0.032,2,Laki-Laki,urban,0,2,29,0
1036,0.607,5,Laki-Laki,urban,2,7,39,0
1037,7.903,5,Perempuan,rural,8,3,46,1
1038,5.059,5,Laki-Laki,rural,1,4,32,0
1039,9.812,9,Laki-Laki,rural,2,1,38,0
1040,2.752,4,Laki-Laki,urban,2,1,37,0
1041,7.620,7,Laki-Laki,rural,2,1,35,0
1042,4.691,10,Laki-Laki,urban,2,1,32,1
1043,6.108,1,Laki-Laki,urban,9,2,44,0
1044,1.593,4,Perempuan,rural,4,1,41,0
1045,9.028,7,Perempuan,rural,5,2,37,0
1046,0.453,4,Perempuan,urban,1,2,41,0
1047,0.457,4,Perempuan,rural,6,5,40,0
1048,0.848,5,Laki-Laki,rural,3,1,36,0
1049,1.716,7,Perempuan,rural,6,0,47,0
1050,13.224,8,Laki-Laki,rural,1,2,29,1
1051,0.489,7,Laki-Laki,rural,1,1,45,0
1052,9.478,4,Perempuan,urban,0,3,29,1
1053,0.436,4,Laki-Laki,rural,2,2,45,0
1054,1.896,1,Perempuan,rural,2,3,46,0
1055,9.355,6,Laki-Laki,rural,3,1,37,0
1056,5.125,5,Perempuan,urban,5,5,41,0
1057,8.846,3,Perempuan,urban,1,2,42,0
1058,0.109,7,Perempuan,rural,5,1,43,0
1059,17.272,10,Laki-Laki,urban,6,6,42,1
1060,0.290,0,Perempuan,urban,0,1,38,0
1061,6.199,5,Perempuan,urban,2,2,38,0
1062,0.073,3,Laki-Laki,urban,0,2,41,0
1063,14.442,6,Laki-Laki,urban,2,2,33,1
1064,1.201,4,Perempuan,urban,1,4,40,0
1065,3.848,3,Perempuan,urban,1,2,43,0
