Creditability,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex & Marital Status,Guarantors,Duration in Current address,Property,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
1,no cheking account,24,existing credits,radio/TV,1413,500 <= savings < 1000,1 <= employed < 4 years,4,male-married,none,2,building society,28,none,own,1,skilled employee,1,none,yes
1,0 <= account < 200,45,critical account,car-used,4576,savings < 100,unemployed,3,male-single,none,4,car or other,27,none,own,1,skilled employee,1,none,yes
1,account < 0 ,24,critical account,radio/TV,1231,no savings,employed >= 7 years,4,female-divorced/married,none,4,building society,57,none,rent,2,high qualified employee,1,yes,yes
0,account < 0 ,36,existing credits,car-used,8335,no savings,employed >= 7 years,3,male-single,none,4,no property,47,none,for free,1,skilled employee,1,none,yes
1,0 <= account < 200,36,critical account,car-used,5800,500 <= savings < 1000,1 <= employed < 4 years,3,male-single,none,4,car or other,34,none,own,2,skilled employee,1,yes,yes
1,account < 0 ,18,delay paying in past,education,8471,500 <= savings < 1000,1 <= employed < 4 years,1,female-divorced/married,none,2,car or other,23,none,rent,2,skilled employee,1,yes,yes
1,account < 0 ,30,existing credits,funiture,3622,no savings,employed >= 7 years,4,female-divorced/married,none,4,building society,57,none,rent,2,skilled employee,1,yes,yes
1,account < 0 ,6,critical account,radio/TV,1169,no savings,employed >= 7 years,4,male-single,none,4,real estate,67,none,own,2,skilled employee,1,yes,yes
1,no cheking account,15,existing credits,domestic appliances,1262,savings >= 1000,4 <= employed < 7 years,4,male-single,none,3,building society,36,none,own,2,skilled employee,1,yes,yes
1,account >= 200,24,critical account,funiture,3617,no savings,employed >= 7 years,4,male-single,co-applicant,4,no property,20,none,rent,2,skilled employee,1,none,yes
1,0 <= account < 200,30,critical account,car-new,2181,no savings,employed >= 7 years,4,male-single,none,4,real estate,36,none,own,2,skilled employee,1,none,yes
0,account < 0 ,48,all credits paid back,business,7685,savings >= 1000,4 <= employed < 7 years,2,female-divorced/married,guarantor,4,car or other,37,none,rent,1,skilled employee,1,none,yes
1,no cheking account,48,critical account,education,6110,500 <= savings < 1000,1 <= employed < 4 years,1,male-single,none,3,no property,31,bank,for free,1,skilled employee,1,yes,yes
1,no cheking account,24,existing credits,car-new,3757,no savings,employed >= 7 years,4,female-divorced/married,co-applicant,4,no property,62,none,for free,1,skilled employee,1,yes,yes
1,account < 0 ,42,critical account,repairs,3394,savings < 100,unemployed,4,male-single,co-applicant,4,car or other,65,none,own,2,unemployed,1,none,yes
1,no cheking account,36,critical account,business,6304,no savings,employed >= 7 years,4,male-single,none,4,real estate,36,none,own,2,skilled employee,1,none,yes
1,no cheking account,9,critical account,education,1244,no savings,employed >= 7 years,4,female-divorced/married,none,4,building society,41,none,rent,2,unskilled-resident,1,none,yes
1,no cheking account,6,existing credits,car-new,3518,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,guarantor,3,building society,26,none,rent,1,skilled employee,1,none,yes
1,no cheking account,36,no credits taken,repairs,2613,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,car or other,27,none,own,2,skilled employee,1,none,yes
1,account < 0 ,48,existing credits,education,7476,savings >= 1000,4 <= employed < 7 years,4,male-single,none,1,no property,50,none,for free,1,high qualified employee,1,yes,yes
0,no cheking account,24,existing credits,business,4591,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,3,building society,54,none,own,3,high qualified employee,1,yes,yes
0,0 <= account < 200,18,existing credits,funiture,1924,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,3,real estate,27,none,rent,1,skilled employee,1,none,yes
0,0 <= account < 200,72,existing credits,radio/TV,5595,500 <= savings < 1000,1 <= employed < 4 years,2,male-married,none,2,car or other,24,none,own,1,skilled employee,1,none,yes
0,0 <= account < 200,48,delay paying in past,education,6224,no savings,employed >= 7 years,4,male-single,none,4,no property,50,none,for free,1,skilled employee,1,none,yes
1,account >= 200,15,existing credits,education,1905,no savings,employed >= 7 years,4,male-single,none,4,car or other,40,none,rent,1,high qualified employee,1,yes,yes
1,no cheking account,21,delay paying in past,car-used,2993,500 <= savings < 1000,1 <= employed < 4 years,3,male-single,none,2,real estate,28,stores,own,2,unskilled-resident,1,none,yes
1,no cheking account,36,delay paying in past,car-used,8947,savings >= 1000,4 <= employed < 7 years,3,male-single,none,2,car or other,31,stores,own,1,high qualified employee,2,yes,yes
1,account < 0 ,24,existing credits,funiture,4020,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,2,car or other,27,stores,own,1,skilled employee,1,none,yes
1,0 <= account < 200,18,existing credits,car-used,2779,500 <= savings < 1000,1 <= employed < 4 years,1,male-married,none,3,car or other,21,none,rent,1,skilled employee,1,yes,yes
1,no cheking account,21,existing credits,car-new,2782,savings >= 1000,4 <= employed < 7 years,1,female-divorced/married,none,2,car or other,31,bank,own,1,high qualified employee,1,none,yes
1,no cheking account,12,existing credits,car-new,1884,no savings,employed >= 7 years,4,male-single,none,4,car or other,39,none,own,1,high qualified employee,1,yes,yes
1,no cheking account,36,critical account,car-used,11054,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,car or other,30,none,own,1,high qualified employee,1,yes,yes
1,0 <= account < 200,60,delay paying in past,radio/TV,9157,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,2,no property,27,none,for free,1,high qualified employee,1,none,yes
1,0 <= account < 200,42,all credits paid back,car-used,9283,savings < 100,unemployed,1,male-single,none,2,no property,55,bank,for free,1,high qualified employee,1,yes,yes
1,no cheking account,60,existing credits,car-new,6527,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,4,no property,34,none,for free,1,skilled employee,2,yes,yes
1,no cheking account,15,critical account,car-used,3368,no savings,employed >= 7 years,3,male-single,none,4,no property,23,none,rent,2,skilled employee,1,yes,yes
1,account < 0 ,15,existing credits,car-new,2511,savings < 100,unemployed,1,female-divorced/married,none,4,car or other,23,none,rent,1,skilled employee,1,none,yes
1,account < 0 ,36,existing credits,car-used,5493,no savings,employed >= 7 years,2,male-single,none,4,no property,42,none,for free,1,skilled employee,2,none,yes
1,no cheking account,6,existing credits,domestic appliances,1338,500 <= savings < 1000,1 <= employed < 4 years,1,male-divorced,none,4,real estate,62,none,own,1,skilled employee,1,none,yes
1,0 <= account < 200,9,existing credits,radio/TV,1082,no savings,employed >= 7 years,4,male-single,none,4,car or other,37,none,own,2,unskilled-resident,1,none,yes
1,no cheking account,18,critical account,radio/TV,1149,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,3,real estate,46,none,own,2,skilled employee,1,none,yes
1,0 <= account < 200,15,existing credits,repairs,1308,no savings,employed >= 7 years,4,male-single,none,4,car or other,38,none,own,2,unskilled-resident,1,none,yes
1,0 <= account < 200,20,no credits taken,car-used,6148,no savings,employed >= 7 years,3,male-married,none,4,car or other,31,bank,own,2,skilled employee,1,yes,yes
1,no cheking account,12,existing credits,funiture,1736,savings >= 1000,4 <= employed < 7 years,3,female-divorced/married,none,4,real estate,31,none,own,1,unskilled-resident,1,none,yes
1,no cheking account,12,existing credits,radio/TV,3059,savings >= 1000,4 <= employed < 7 years,2,male-divorced,none,4,real estate,61,none,own,1,unskilled-resident,1,none,yes
0,account < 0 ,24,existing credits,funiture,2996,500 <= savings < 1000,1 <= employed < 4 years,2,male-married,none,4,car or other,20,none,own,1,skilled employee,1,none,yes
1,no cheking account,30,critical account,car-used,7596,no savings,employed >= 7 years,1,male-single,none,4,car or other,63,none,own,2,skilled employee,1,none,yes
1,no cheking account,30,existing credits,car-used,4811,savings >= 1000,4 <= employed < 7 years,2,female-divorced/married,none,4,building society,24,stores,rent,1,unskilled-resident,1,none,yes
1,no cheking account,6,existing credits,funiture,1766,500 <= savings < 1000,1 <= employed < 4 years,1,male-married,none,2,building society,21,none,rent,1,skilled employee,1,none,yes
1,0 <= account < 200,24,existing credits,car-used,2760,no savings,employed >= 7 years,4,male-single,none,4,no property,36,bank,for free,1,skilled employee,1,yes,yes
1,no cheking account,24,critical account,repairs,5507,no savings,employed >= 7 years,3,male-single,none,4,no property,44,none,for free,2,skilled employee,1,none,yes
1,0 <= account < 200,9,existing credits,education,1199,savings >= 1000,4 <= employed < 7 years,4,female-divorced/married,none,4,building society,67,none,own,2,high qualified employee,1,yes,yes
1,account >= 200,24,existing credits,funiture,2892,no savings,employed >= 7 years,3,male-divorced,none,4,no property,51,none,for free,1,skilled employee,1,none,yes
1,0 <= account < 200,36,delay paying in past,car-new,2862,no savings,employed >= 7 years,4,male-single,none,3,no property,30,none,for free,1,skilled employee,1,none,yes
0,account < 0 ,9,existing credits,car-new,654,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,3,car or other,28,none,own,1,unskilled-resident,1,none,yes
0,0 <= account < 200,9,critical account,education,1136,no savings,employed >= 7 years,4,male-single,none,3,no property,32,none,for free,2,skilled employee,2,none,yes
0,0 <= account < 200,24,existing credits,car-used,4113,100 <= savings < 500,employed < 1 year,3,female-divorced/married,none,4,car or other,28,none,rent,1,skilled employee,1,none,yes
0,0 <= account < 200,6,existing credits,car-new,14555,savings < 100,unemployed,1,male-single,none,2,building society,23,none,own,1,unemployed,1,yes,yes
0,account < 0 ,15,no credits taken,car-new,950,no savings,employed >= 7 years,4,male-single,none,3,car or other,33,none,rent,2,skilled employee,2,none,yes
0,account < 0 ,24,critical account,car-new,1199,no savings,employed >= 7 years,4,male-single,none,4,car or other,60,none,own,2,unskilled-resident,1,none,yes
0,account < 0 ,12,no credits taken,car-new,1082,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,4,car or other,48,bank,own,2,skilled employee,1,none,yes
0,0 <= account < 200,30,existing credits,car-new,2150,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,guarantor,2,no property,24,bank,own,1,skilled employee,1,none,yes
0,0 <= account < 200,36,critical account,car-new,2820,100 <= savings < 500,employed < 1 year,4,male-divorced,none,4,car or other,27,none,own,2,skilled employee,1,none,yes
0,0 <= account < 200,48,existing credits,radio/TV,3060,savings >= 1000,4 <= employed < 7 years,4,male-single,none,4,real estate,28,none,own,2,skilled employee,1,none,yes
0,account < 0 ,18,existing credits,radio/TV,2600,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,4,no property,65,none,for free,2,skilled employee,1,none,yes
0,no cheking account,21,no credits taken,car-new,5003,500 <= savings < 1000,1 <= employed < 4 years,1,female-divorced/married,none,4,building society,29,bank,own,2,skilled employee,1,yes,yes
0,0 <= account < 200,60,existing credits,education,6288,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,4,no property,42,none,for free,1,skilled employee,1,none,yes
0,no cheking account,24,delay paying in past,car-new,2538,no savings,employed >= 7 years,4,male-single,none,4,car or other,47,none,own,2,unskilled-resident,2,none,yes
0,no cheking account,9,existing credits,radio/TV,1478,savings >= 1000,4 <= employed < 7 years,4,male-single,none,2,car or other,22,none,own,1,skilled employee,1,none,yes
0,0 <= account < 200,39,critical account,radio/TV,4933,savings >= 1000,4 <= employed < 7 years,2,male-single,guarantor,2,real estate,25,none,own,2,skilled employee,1,none,yes
0,no cheking account,18,critical account,car-new,1530,500 <= savings < 1000,1 <= employed < 4 years,3,male-single,none,2,building society,32,bank,own,2,skilled employee,1,none,yes
0,0 <= account < 200,9,all credits paid back,car-new,1437,savings >= 1000,4 <= employed < 7 years,2,male-single,none,3,no property,29,none,own,1,skilled employee,1,none,yes
0,account < 0 ,15,existing credits,domestic appliances,1275,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,2,car or other,24,none,rent,1,skilled employee,1,none,yes
0,account < 0 ,24,existing credits,radio/TV,1823,savings < 100,unemployed,4,male-single,none,2,car or other,30,stores,own,1,high qualified employee,2,none,yes
0,account < 0 ,9,existing credits,car-new,1422,100 <= savings < 500,employed < 1 year,3,male-single,none,2,no property,27,none,for free,1,high qualified employee,1,yes,yes
0,account < 0 ,18,existing credits,domestic appliances,1217,500 <= savings < 1000,1 <= employed < 4 years,4,male-married,none,3,real estate,47,none,own,1,unskilled-resident,1,yes,yes
0,account < 0 ,36,existing credits,car-new,9271,savings >= 1000,4 <= employed < 7 years,2,male-single,none,1,car or other,24,none,own,1,skilled employee,1,yes,yes
0,account < 0 ,36,delay paying in past,business,2145,savings >= 1000,4 <= employed < 7 years,2,male-single,none,1,car or other,24,none,own,2,skilled employee,1,yes,yes
0,account < 0 ,36,existing credits,car-new,1842,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,4,car or other,34,none,own,1,skilled employee,1,yes,yes
0,0 <= account < 200,18,delay paying in past,funiture,4297,no savings,employed >= 7 years,4,male-divorced,none,3,no property,40,none,own,1,high qualified employee,1,yes,yes
0,account < 0 ,6,critical account,funiture,3384,500 <= savings < 1000,1 <= employed < 4 years,1,male-divorced,none,4,real estate,44,none,rent,1,high qualified employee,1,yes,yes
0,0 <= account < 200,18,critical account,radio/TV,1245,500 <= savings < 1000,1 <= employed < 4 years,4,male-married,none,2,car or other,33,none,own,1,skilled employee,1,none,yes
0,no cheking account,15,existing credits,education,4623,500 <= savings < 1000,1 <= employed < 4 years,3,male-single,none,2,building society,40,none,own,1,high qualified employee,1,yes,yes
0,0 <= account < 200,30,critical account,funiture,8386,savings >= 1000,4 <= employed < 7 years,2,male-single,none,2,building society,49,none,own,1,skilled employee,1,none,yes
0,account < 0 ,24,delay paying in past,radio/TV,1024,100 <= savings < 500,employed < 1 year,4,male-married,none,4,real estate,48,stores,own,1,skilled employee,1,none,yes
0,0 <= account < 200,36,existing credits,car-new,14318,no savings,employed >= 7 years,4,male-single,none,2,no property,57,none,for free,1,high qualified employee,1,yes,yes
0,0 <= account < 200,6,all credits paid back,education,433,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,2,building society,24,bank,rent,1,skilled employee,2,none,yes
0,account < 0 ,12,all credits paid back,radio/TV,2149,500 <= savings < 1000,1 <= employed < 4 years,4,male-divorced,none,1,no property,29,none,for free,1,skilled employee,1,none,yes
0,no cheking account,24,existing credits,radio/TV,2397,no savings,employed >= 7 years,3,male-single,none,2,car or other,35,bank,own,2,skilled employee,1,yes,yes
0,0 <= account < 200,6,all credits paid back,car-new,931,100 <= savings < 500,employed < 1 year,1,female-divorced/married,none,1,building society,32,stores,own,1,unskilled-resident,1,none,yes
0,0 <= account < 200,15,delay paying in past,repairs,1512,500 <= savings < 1000,1 <= employed < 4 years,3,male-married,none,3,building society,61,stores,own,2,skilled employee,1,none,yes
0,0 <= account < 200,24,no credits taken,business,4241,500 <= savings < 1000,1 <= employed < 4 years,1,male-single,none,4,real estate,36,none,own,3,unskilled-resident,1,yes,yes
0,0 <= account < 200,24,critical account,funiture,4736,100 <= savings < 500,employed < 1 year,2,female-divorced/married,none,4,car or other,25,bank,own,1,unskilled-resident,1,none,yes
0,0 <= account < 200,15,no credits taken,car-new,1778,100 <= savings < 500,employed < 1 year,2,female-divorced/married,none,1,real estate,26,none,rent,2,unemployed,1,none,yes
0,account >= 200,15,existing credits,radio/TV,2327,100 <= savings < 500,employed < 1 year,2,female-divorced/married,none,3,real estate,25,none,own,1,unskilled-resident,1,none,yes
0,account < 0 ,24,all credits paid back,funiture,6872,100 <= savings < 500,employed < 1 year,2,male-divorced,none,1,building society,55,bank,own,1,skilled employee,1,yes,yes
0,account < 0 ,12,existing credits,education,795,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,4,building society,53,none,own,1,skilled employee,1,none,yes
0,account >= 200,30,delay paying in past,business,1908,no savings,employed >= 7 years,4,male-single,none,4,real estate,66,none,own,1,high qualified employee,1,yes,yes
0,0 <= account < 200,36,no credits taken,business,1953,no savings,employed >= 7 years,4,male-single,none,4,no property,61,none,for free,1,high qualified employee,1,yes,yes
0,account >= 200,18,existing credits,funiture,2864,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,1,real estate,34,none,own,1,unskilled-resident,2,none,yes
0,account >= 200,21,critical account,education,2319,100 <= savings < 500,employed < 1 year,2,male-divorced,none,1,car or other,33,none,rent,1,skilled employee,1,none,yes
0,account < 0 ,24,existing credits,car-new,915,no savings,employed >= 7 years,4,female-divorced/married,none,2,car or other,29,bank,own,1,skilled employee,1,none,yes
0,account >= 200,24,existing credits,car-new,947,savings >= 1000,4 <= employed < 7 years,4,male-single,none,3,no property,38,bank,for free,1,skilled employee,2,none,yes
0,account < 0 ,24,existing credits,car-new,1381,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,2,building society,35,none,own,1,skilled employee,1,none,yes
0,account < 0 ,24,existing credits,car-new,1285,savings >= 1000,4 <= employed < 7 years,4,female-divorced/married,none,4,no property,32,none,rent,1,skilled employee,1,none,yes
0,account < 0 ,24,existing credits,car-new,1371,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,4,real estate,25,none,rent,1,skilled employee,1,none,yes
0,0 <= account < 200,18,existing credits,car-new,1042,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,2,building society,33,none,own,1,skilled employee,1,none,yes
0,account < 0 ,12,existing credits,car-new,900,500 <= savings < 1000,1 <= employed < 4 years,4,male-married,none,2,car or other,23,none,own,1,skilled employee,1,none,yes
0,account < 0 ,24,existing credits,car-new,1207,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,4,building society,24,none,rent,1,skilled employee,1,none,yes
0,0 <= account < 200,18,no credits taken,car-new,2278,100 <= savings < 500,employed < 1 year,3,female-divorced/married,none,3,car or other,28,none,own,2,skilled employee,1,none,yes
0,account < 0 ,60,delay paying in past,business,6836,no savings,employed >= 7 years,3,male-single,none,4,no property,63,none,own,2,skilled employee,1,yes,yes
0,account < 0 ,24,existing credits,funiture,3345,no savings,employed >= 7 years,4,male-single,none,2,building society,39,none,rent,1,high qualified employee,1,yes,yes
0,account < 0 ,6,all credits paid back,education,1198,no savings,employed >= 7 years,4,female-divorced/married,none,4,no property,35,none,for free,1,skilled employee,1,none,yes
0,0 <= account < 200,48,existing credits,business,15672,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,2,car or other,23,none,own,1,skilled employee,1,yes,yes
0,account < 0 ,60,existing credits,business,7297,no savings,employed >= 7 years,4,male-single,co-applicant,4,no property,36,none,rent,1,skilled employee,1,none,yes
0,no cheking account,18,existing credits,repairs,1943,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,4,real estate,23,none,own,1,skilled employee,1,none,yes
0,account < 0 ,18,existing credits,radio/TV,3190,500 <= savings < 1000,1 <= employed < 4 years,2,female-divorced/married,none,2,real estate,24,none,own,1,skilled employee,1,none,yes
0,0 <= account < 200,9,all credits paid back,car-used,5129,no savings,employed >= 7 years,2,female-divorced/married,none,4,no property,74,bank,for free,1,high qualified employee,2,yes,yes
0,no cheking account,18,delay paying in past,funiture,1808,savings >= 1000,4 <= employed < 7 years,4,female-divorced/married,none,1,real estate,22,none,own,1,skilled employee,1,none,yes
0,account >= 200,10,existing credits,car-new,1240,no savings,employed >= 7 years,1,female-divorced/married,none,4,no property,48,none,for free,1,unskilled-resident,2,none,yes
0,account < 0 ,12,existing credits,car-new,759,savings >= 1000,4 <= employed < 7 years,4,male-single,none,2,real estate,26,none,own,1,skilled employee,1,none,yes
0,0 <= account < 200,8,existing credits,funiture,1237,500 <= savings < 1000,1 <= employed < 4 years,3,female-divorced/married,none,4,real estate,24,none,own,1,skilled employee,1,none,yes
0,no cheking account,9,existing credits,funiture,1980,100 <= savings < 500,employed < 1 year,2,female-divorced/married,co-applicant,2,car or other,19,none,rent,2,skilled employee,1,none,yes
0,0 <= account < 200,48,existing credits,radio/TV,10961,savings >= 1000,4 <= employed < 7 years,1,male-single,co-applicant,2,no property,27,bank,own,2,skilled employee,1,yes,yes
0,account < 0 ,36,delay paying in past,education,6887,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,3,building society,29,stores,own,1,skilled employee,1,yes,yes
0,account < 0 ,24,existing credits,radio/TV,1938,100 <= savings < 500,employed < 1 year,4,male-divorced,none,3,building society,32,none,own,1,skilled employee,1,none,yes
0,account < 0 ,21,existing credits,radio/TV,1835,500 <= savings < 1000,1 <= employed < 4 years,3,female-divorced/married,none,2,real estate,25,none,own,2,skilled employee,1,yes,yes
0,account < 0 ,24,delay paying in past,radio/TV,1659,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,2,car or other,29,none,rent,1,unskilled-resident,1,yes,yes
0,0 <= account < 200,6,delay paying in past,car-new,1209,savings < 100,unemployed,4,male-single,none,4,building society,47,none,own,1,high qualified employee,1,yes,yes
0,0 <= account < 200,48,no credits taken,business,3844,savings >= 1000,4 <= employed < 7 years,4,male-single,none,4,no property,34,none,for free,1,unskilled-resident,2,none,yes
0,account < 0 ,12,critical account,car-new,4843,no savings,employed >= 7 years,3,male-single,co-applicant,4,building society,43,none,rent,2,skilled employee,1,yes,yes
0,0 <= account < 200,12,existing credits,repairs,639,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,car or other,30,none,own,1,skilled employee,1,none,yes
0,0 <= account < 200,48,existing credits,radio/TV,5951,500 <= savings < 1000,1 <= employed < 4 years,2,female-divorced/married,none,2,real estate,22,none,own,1,skilled employee,1,none,yes
0,0 <= account < 200,36,no credits taken,radio/TV,3804,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,1,car or other,42,none,own,1,skilled employee,1,yes,yes
0,no cheking account,36,delay paying in past,radio/TV,4463,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,car or other,26,none,own,2,high qualified employee,1,yes,yes
0,no cheking account,36,delay paying in past,business,7980,100 <= savings < 500,employed < 1 year,4,male-single,none,4,car or other,27,none,rent,2,skilled employee,1,yes,yes
0,account >= 200,36,existing credits,radio/TV,4210,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,car or other,26,none,own,1,skilled employee,1,none,yes
0,no cheking account,6,existing credits,funiture,4611,100 <= savings < 500,employed < 1 year,1,female-divorced/married,none,4,building society,32,none,own,1,skilled employee,1,none,yes
0,0 <= account < 200,24,existing credits,car-used,11560,500 <= savings < 1000,1 <= employed < 4 years,1,female-divorced/married,none,4,car or other,23,none,rent,2,high qualified employee,1,none,yes
0,no cheking account,18,no credits taken,business,4165,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,none,2,car or other,36,stores,own,2,skilled employee,2,none,yes
0,0 <= account < 200,24,existing credits,funiture,4057,savings >= 1000,4 <= employed < 7 years,3,male-divorced,none,3,car or other,43,none,own,1,skilled employee,1,yes,yes
0,no cheking account,18,all credits paid back,car-new,6458,no savings,employed >= 7 years,2,male-single,none,4,no property,39,bank,own,2,high qualified employee,2,yes,yes
0,no cheking account,12,existing credits,car-new,1386,500 <= savings < 1000,1 <= employed < 4 years,2,female-divorced/married,none,2,building society,26,none,own,1,skilled employee,1,none,yes
0,account < 0 ,36,existing credits,education,1977,no savings,employed >= 7 years,4,male-single,none,4,no property,40,none,own,1,high qualified employee,1,yes,yes
0,0 <= account < 200,18,critical account,funiture,1928,100 <= savings < 500,employed < 1 year,2,male-single,none,2,real estate,31,none,own,2,unskilled-resident,1,none,yes
0,no cheking account,12,existing credits,funiture,1123,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,4,car or other,29,none,rent,1,unskilled-resident,1,none,yes
0,0 <= account < 200,24,existing credits,others,11328,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,co-applicant,3,car or other,29,bank,own,2,high qualified employee,1,yes,yes
0,0 <= account < 200,24,critical account,others,11938,500 <= savings < 1000,1 <= employed < 4 years,2,male-single,co-applicant,3,car or other,39,none,own,2,high qualified employee,2,yes,yes
0,0 <= account < 200,27,critical account,radio/TV,2520,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,2,building society,23,none,own,2,unskilled-resident,1,none,yes
0,0 <= account < 200,30,delay paying in past,radio/TV,1919,100 <= savings < 500,employed < 1 year,4,male-single,none,3,no property,30,stores,own,2,high qualified employee,1,none,yes
0,0 <= account < 200,60,all credits paid back,others,14782,no savings,employed >= 7 years,3,female-divorced/married,none,4,no property,60,bank,for free,2,high qualified employee,1,yes,yes
0,0 <= account < 200,36,existing credits,radio/TV,2671,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,co-applicant,4,no property,50,none,for free,1,skilled employee,1,none,yes
0,0 <= account < 200,36,existing credits,education,12612,500 <= savings < 1000,1 <= employed < 4 years,1,male-single,none,4,no property,47,none,for free,1,skilled employee,2,yes,yes
0,0 <= account < 200,45,existing credits,radio/TV,3031,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,guarantor,4,building society,21,none,rent,1,skilled employee,1,none,yes
0,account < 0 ,12,all credits paid back,radio/TV,626,500 <= savings < 1000,1 <= employed < 4 years,4,female-divorced/married,none,4,real estate,24,bank,own,1,unskilled-resident,1,none,yes
0,0 <= account < 200,24,critical account,business,1935,no savings,employed >= 7 years,4,male-divorced,none,4,real estate,31,none,own,2,skilled employee,1,yes,yes
0,account >= 200,24,critical account,car-new,1344,savings >= 1000,4 <= employed < 7 years,4,male-single,none,2,real estate,37,bank,own,2,unskilled-resident,2,none,yes
0,no cheking account,18,existing credits,funiture,1533,100 <= savings < 500,employed < 1 year,4,male-married,co-applicant,1,building society,43,none,own,1,unskilled-resident,2,none,yes
0,account < 0 ,48,existing credits,car-new,3931,savings >= 1000,4 <= employed < 7 years,4,male-single,none,4,no property,46,none,for free,1,skilled employee,2,none,yes
0,account < 0 ,24,all credits paid back,funiture,3349,100 <= savings < 500,employed < 1 year,4,male-single,none,4,no property,30,none,for free,1,skilled employee,2,yes,yes
0,account < 0 ,36,existing credits,radio/TV,2302,500 <= savings < 1000,1 <= employed < 4 years,4,male-divorced,none,4,car or other,31,none,rent,1,skilled employee,1,none,yes
0,account < 0 ,42,existing credits,radio/TV,3965,100 <= savings < 500,employed < 1 year,4,male-single,none,3,car or other,34,none,own,1,skilled employee,1,none,yes
0,account < 0 ,12,existing credits,radio/TV,727,100 <= savings < 500,employed < 1 year,4,male-married,none,3,no property,33,none,own,1,unskilled-resident,1,yes,yes
0,no cheking account,48,existing credits,business,3914,500 <= savings < 1000,1 <= employed < 4 years,4,male-divorced,none,2,real estate,38,bank,own,1,skilled employee,1,none,yes
0,account < 0 ,48,existing credits,business,4308,100 <= savings < 500,employed < 1 year,3,female-divorced/married,none,4,building society,24,none,rent,1,skilled employee,1,none,yes
0,0 <= account < 200,12,existing credits,radio/TV,1534,100 <= savings < 500,employed < 1 year,1,male-married,none,1,real estate,23,none,rent,1,skilled employee,1,none,yes
0,no cheking account,18,critical account,car-new,2775,savings >= 1000,4 <= employed < 7 years,2,male-single,none,2,building society,31,bank,own,2,skilled employee,1,none,yes
0,account < 0 ,40,critical account,education,5998,500 <= savings < 1000,1 <= employed < 4 years,4,male-single,none,3,no property,27,bank,own,1,skilled employee,1,yes,yes
0,account >= 200,15,critical account,radio/TV,1271,500 <= savings < 1000,1 <= employed < 4 years,3,male-single,none,4,no property,39,none,for free,2,skilled employee,1,yes,yes
0,0 <= account < 200,12,existing credits,car-new,1295,100 <= savings < 500,employed < 1 year,3,female-divorced/married,none,1,car or other,25,none,rent,1,skilled employee,1,none,yes
0,0 <= account < 200,36,existing credits,car-used,9398,100 <= savings < 500,employed < 1 year,1,male-married,none,4,car or other,28,none,rent,1,high qualified employee,1,yes,yes
0,0 <= account < 200,12,existing credits,funiture,951,100 <= savings < 500,employed < 1 year,4,female-divorced/married,none,4,car or other,27,bank,rent,4,skilled employee,1,none,yes
0,0 <= account < 200,24,existing credits,car-new,1355,100 <= savings < 500,employed < 1 year,3,female-divorced/married,none,4,car or other,25,none,own,1,unskilled-resident,1,yes,yes
