No,Saldo,Frek ATM,Jenis Kelamin,tempat tinggal,Frek Supermarket,Frek Dept Store,Usia
8056,3.175,4,Laki-Laki,urban,2,3,35
8057,8.448,10,Perempuan,rural,3,1,48
8058,0.170,4,Laki-Laki,rural,2,0,51
8059,25.820,4,Perempuan,rural,1,2,37
8060,11.682,13,Perempuan,rural,3,1,35
8061,1.048,0,Perempuan,rural,2,3,35
8062,4.011,2,Perempuan,urban,3,1,31
8063,0.203,0,Perempuan,urban,0,1,52
8064,0.449,3,Laki-Laki,rural,1,1,40
8065,16.067,7,Laki-Laki,rural,3,4,39
8066,29.285,8,Perempuan,rural,3,0,41
8067,13.457,11,Laki-Laki,urban,3,0,44
8068,0.491,1,Laki-Laki,urban,0,3,31
8069,0.411,4,Laki-Laki,urban,1,2,38
8070,11.155,4,Laki-Laki,rural,0,1,40
8071,5.134,0,Laki-Laki,rural,2,0,45
8072,1.244,2,Laki-Laki,urban,1,1,36
8073,15.367,17,Laki-Laki,urban,2,3,34
8074,0.321,2,Perempuan,urban,4,0,51
8075,2.467,6,Laki-Laki,rural,2,2,46
8076,10.546,10,Laki-Laki,rural,2,1,38
8077,2.915,6,Laki-Laki,urban,2,3,41
8078,3.183,7,Laki-Laki,urban,0,0,32
8079,14.430,11,Perempuan,urban,4,2,35
8080,0.391,4,Laki-Laki,rural,5,2,36
8081,5.096,3,Perempuan,urban,5,3,35
8082,11.017,5,Laki-Laki,urban,2,4,34
8083,0.253,0,Laki-Laki,rural,1,4,36
8084,0.661,5,Laki-Laki,rural,1,4,42
8085,3.892,5,Perempuan,rural,2,1,39
8086,9.566,17,Perempuan,rural,0,2,33
8087,19.344,5,Perempuan,urban,8,2,29
8088,8.777,5,Perempuan,rural,2,3,47
8089,2.581,5,Laki-Laki,rural,3,0,38
8090,8.601,4,Laki-Laki,rural,3,1,36
8091,0.049,6,Perempuan,rural,4,1,34
8092,5.226,2,Laki-Laki,rural,0,1,43
8093,3.801,4,Laki-Laki,urban,3,1,42
8094,1.041,7,Laki-Laki,urban,3,4,33
8095,9.804,7,Laki-Laki,urban,1,1,40
8096,11.012,1,Perempuan,rural,3,0,33
8097,16.282,3,Laki-Laki,rural,0,4,41
8098,0.561,2,Laki-Laki,rural,3,3,21
8099,2.660,4,Laki-Laki,urban,1,1,33
8100,3.513,4,Perempuan,urban,0,0,28
8101,4.695,1,Laki-Laki,urban,2,1,47
8102,16.297,4,Laki-Laki,rural,1,0,36
8103,0.021,2,Perempuan,urban,4,0,37
8104,2.948,0,Laki-Laki,rural,0,3,40
8105,5.048,3,Perempuan,rural,5,2,40
8106,1.339,3,Perempuan,rural,2,0,42
8107,16.261,1,Laki-Laki,rural,0,6,32
8108,3.547,5,Perempuan,urban,4,2,28
8109,8.770,2,Perempuan,rural,1,2,49
8110,3.762,4,Perempuan,rural,2,1,38
8111,1.123,1,Perempuan,rural,0,4,32
8112,1.349,1,Perempuan,rural,0,2,38
8113,1.032,6,Laki-Laki,urban,2,2,48
8114,1.322,1,Laki-Laki,urban,0,2,38
8115,5.201,5,Laki-Laki,urban,0,2,35
8116,12.262,11,Laki-Laki,urban,1,5,35
8117,0.254,1,Perempuan,rural,9,2,42
8118,4.240,2,Perempuan,urban,3,2,33
8119,0.215,3,Laki-Laki,urban,0,7,46
8120,1.910,6,Perempuan,urban,6,2,34
8121,1.089,2,Laki-Laki,urban,3,2,44
8122,3.966,5,Laki-Laki,rural,3,0,37
8123,26.111,6,Laki-Laki,rural,2,4,37
8124,10.454,5,Perempuan,urban,5,4,53
8125,6.847,0,Laki-Laki,rural,1,2,34
8126,2.926,3,Laki-Laki,rural,2,1,36
8127,3.251,0,Perempuan,rural,3,1,25
8128,0.149,4,Perempuan,rural,4,2,44
8129,0.000,3,Perempuan,rural,4,3,33
8130,18.552,7,Perempuan,urban,8,0,34
8131,24.580,12,Laki-Laki,urban,5,3,34
8132,0.570,4,Perempuan,urban,0,5,41
8133,6.525,5,Perempuan,urban,3,2,44
8134,0.440,3,Laki-Laki,urban,1,0,34
8135,2.582,2,Laki-Laki,urban,2,1,44
8136,1.368,3,Laki-Laki,urban,1,2,35
8137,16.533,10,Perempuan,urban,4,1,48
8138,13.569,3,Laki-Laki,rural,7,3,40
8139,0.149,1,Laki-Laki,urban,1,5,42
8140,0.866,4,Laki-Laki,urban,1,1,49
8141,9.967,6,Perempuan,urban,3,4,42
8142,22.207,9,Perempuan,urban,0,5,31
8143,1.379,3,Laki-Laki,urban,2,2,42
8144,2.156,1,Laki-Laki,urban,1,1,39
8145,10.389,6,Laki-Laki,rural,0,4,30
8146,1.723,1,Laki-Laki,urban,0,8,34
8147,7.087,2,Perempuan,rural,1,1,38
8148,1.499,5,Perempuan,rural,3,0,42
8149,3.435,7,Perempuan,urban,5,0,48
8150,8.437,6,Laki-Laki,rural,0,3,33
8151,1.865,5,Perempuan,rural,3,2,38
8152,2.493,5,Laki-Laki,rural,1,2,32
8153,9.554,5,Laki-Laki,rural,2,2,29
8154,3.652,1,Laki-Laki,rural,1,2,40
8155,22.127,5,Perempuan,rural,4,0,44
8156,1.236,4,Perempuan,rural,2,2,26
8157,5.513,3,Laki-Laki,rural,1,2,37
8158,13.500,9,Perempuan,rural,1,4,38
8159,0.376,2,Perempuan,rural,1,5,31
8160,16.969,6,Laki-Laki,rural,1,6,47
8161,3.529,9,Perempuan,urban,1,1,41
8162,12.567,7,Perempuan,rural,0,6,35
8163,0.148,3,Laki-Laki,rural,1,1,34
8164,26.717,12,Laki-Laki,rural,4,6,33
8165,10.770,4,Perempuan,rural,0,3,35
8166,0.482,1,Laki-Laki,rural,1,2,40
8167,4.084,1,Perempuan,rural,0,2,34
8168,3.138,11,Perempuan,rural,4,0,35
8169,14.862,10,Perempuan,rural,0,2,42
8170,0.024,5,Perempuan,rural,4,1,35
8171,4.044,3,Laki-Laki,rural,0,4,34
8172,3.047,6,Laki-Laki,urban,3,2,36
8173,0.755,3,Laki-Laki,urban,0,1,43
8174,40.363,15,Perempuan,rural,4,6,34
8175,0.998,2,Perempuan,urban,2,0,49
8176,0.256,2,Perempuan,rural,4,3,40
8177,5.105,9,Perempuan,rural,7,1,43
8178,4.630,3,Laki-Laki,rural,1,2,35
8179,6.388,7,Perempuan,rural,0,2,43
8180,5.258,3,Perempuan,urban,0,1,41
8181,1.266,4,Laki-Laki,urban,3,0,44
8182,8.977,8,Laki-Laki,rural,1,2,40
8183,6.895,3,Laki-Laki,urban,4,2,40
8184,2.568,4,Laki-Laki,urban,1,3,32
8185,42.671,22,Perempuan,rural,11,10,44
8186,20.805,11,Perempuan,rural,6,6,37
8187,2.737,6,Laki-Laki,rural,0,6,36
8188,9.537,3,Laki-Laki,urban,4,1,37
8189,4.175,7,Laki-Laki,rural,2,0,41
8190,8.611,2,Perempuan,rural,3,2,37
8191,13.754,13,Perempuan,urban,4,4,36
8192,17.681,8,Laki-Laki,rural,5,2,30
8193,0.077,3,Perempuan,rural,4,2,39
8194,2.151,4,Laki-Laki,rural,1,0,40
8195,19.230,10,Perempuan,urban,6,1,40
8196,0.222,0,Laki-Laki,rural,1,1,40
8197,1.809,7,Laki-Laki,rural,2,2,42
8198,47.989,29,Perempuan,rural,7,2,43
8199,11.301,1,Laki-Laki,rural,1,4,40
8200,5.316,3,Laki-Laki,rural,0,4,40
8201,0.797,7,Laki-Laki,urban,2,5,36
8202,3.902,6,Perempuan,rural,3,2,38
8203,40.468,16,Perempuan,rural,6,7,46
8204,40.361,15,Laki-Laki,urban,4,4,27
8205,13.869,8,Perempuan,rural,4,2,47
8206,6.984,4,Perempuan,rural,3,4,42
8207,0.657,3,Laki-Laki,rural,3,1,40
8208,6.566,2,Perempuan,rural,0,1,36
8209,3.342,6,Laki-Laki,rural,0,2,45
8210,0.314,2,Perempuan,urban,15,3,40
8211,0.644,4,Laki-Laki,urban,6,2,37
8212,6.186,4,Laki-Laki,rural,5,2,46
8213,4.101,2,Perempuan,urban,1,3,43
8214,0.799,4,Perempuan,rural,0,2,38
8215,17.120,11,Perempuan,urban,6,3,49
8216,2.513,8,Perempuan,urban,1,3,48
8217,0.069,2,Perempuan,urban,3,2,33
8218,1.606,0,Perempuan,rural,3,1,37
8219,3.505,1,Laki-Laki,urban,1,1,32
8220,14.574,4,Laki-Laki,urban,0,2,41
8221,3.089,1,Laki-Laki,urban,3,5,30
8222,1.595,1,Laki-Laki,rural,0,9,33
8223,4.476,5,Laki-Laki,urban,1,2,44
8224,4.084,1,Perempuan,urban,4,3,31
8225,6.704,3,Laki-Laki,urban,0,1,38
8226,3.588,2,Perempuan,rural,4,4,37
8227,2.093,3,Laki-Laki,urban,2,1,29
8228,3.153,1,Perempuan,urban,0,3,33
8229,2.895,3,Perempuan,urban,5,4,35
8230,0.633,4,Laki-Laki,rural,2,1,35
8231,8.725,2,Laki-Laki,rural,3,2,36
8232,2.324,2,Perempuan,rural,3,0,32
8233,23.247,19,Perempuan,rural,11,5,35
8234,6.797,3,Laki-Laki,rural,5,3,47
8235,1.955,4,Perempuan,rural,5,1,40
8236,61.637,35,Perempuan,urban,8,17,31
8237,3.918,2,Laki-Laki,rural,2,1,33
8238,3.746,7,Perempuan,rural,6,2,38
8239,3.441,2,Perempuan,rural,8,0,31
8240,4.692,3,Perempuan,rural,1,2,42
8241,3.329,12,Perempuan,urban,4,3,40
8242,1.398,5,Perempuan,rural,1,6,34
8243,1.909,3,Laki-Laki,urban,0,0,41
8244,1.449,4,Perempuan,rural,1,2,36
8245,10.776,4,Perempuan,rural,2,3,40
8246,1.066,3,Laki-Laki,urban,1,3,45
8247,1.006,2,Perempuan,rural,3,1,31
8248,6.403,10,Perempuan,rural,9,2,42
8249,4.394,8,Laki-Laki,rural,0,2,40
8250,17.339,8,Perempuan,rural,1,3,45
8251,3.989,4,Laki-Laki,rural,1,2,31
8252,0.258,4,Laki-Laki,urban,3,2,42
8253,7.220,5,Laki-Laki,rural,2,2,36
8254,5.032,3,Perempuan,rural,0,1,35
8255,2.112,5,Perempuan,rural,1,0,31
8256,5.463,1,Laki-Laki,urban,1,1,38
8257,3.740,4,Laki-Laki,rural,1,2,43
8258,0.814,4,Perempuan,rural,1,0,39
8259,1.152,1,Perempuan,rural,6,2,31
8260,15.009,5,Laki-Laki,rural,0,2,41
8261,0.127,2,Laki-Laki,urban,2,0,37
8262,3.382,4,Laki-Laki,urban,3,2,41
8263,1.870,3,Laki-Laki,rural,1,5,50
8264,14.607,12,Perempuan,rural,7,3,38
8265,3.252,7,Laki-Laki,urban,5,1,42
8266,0.039,3,Perempuan,rural,2,0,44
8267,52.715,16,Laki-Laki,rural,3,2,37
8268,18.464,5,Perempuan,rural,2,2,35
8269,5.332,5,Perempuan,rural,1,1,31
8270,1.902,3,Perempuan,rural,2,4,36
8271,34.845,6,Perempuan,urban,5,3,31
8272,6.976,2,Perempuan,urban,4,2,38
8273,3.164,2,Laki-Laki,rural,0,0,32
8274,0.046,3,Laki-Laki,urban,3,2,30
8275,0.661,1,Perempuan,rural,8,2,30
8276,8.191,5,Laki-Laki,urban,3,3,28
8277,6.829,6,Perempuan,urban,4,3,40
8278,29.555,11,Perempuan,rural,6,2,41
8279,1.018,2,Perempuan,rural,7,2,36
8280,7.957,7,Laki-Laki,rural,5,3,42
8281,2.791,3,Laki-Laki,rural,3,2,43
8282,3.205,5,Perempuan,rural,0,2,33
8283,5.006,2,Laki-Laki,rural,1,2,37
8284,1.113,2,Laki-Laki,urban,1,1,37
8285,8.010,4,Perempuan,urban,4,1,38
8286,0.160,1,Perempuan,urban,1,1,42
8287,23.373,7,Laki-Laki,rural,2,3,35
8288,2.616,3,Laki-Laki,urban,2,0,32
8289,6.210,2,Perempuan,rural,4,1,38
8290,1.798,2,Laki-Laki,rural,1,2,43
8291,0.770,3,Perempuan,urban,1,3,44
8292,14.652,4,Laki-Laki,urban,0,5,38
8293,1.710,3,Laki-Laki,urban,0,1,35
8294,6.581,8,Laki-Laki,urban,1,3,40
8295,1.546,3,Laki-Laki,rural,1,3,33
8296,2.001,4,Laki-Laki,rural,2,6,34
8297,4.396,3,Laki-Laki,rural,4,0,35
8298,0.216,3,Laki-Laki,rural,1,6,36
8299,9.989,4,Perempuan,rural,4,2,38
8300,1.686,2,Laki-Laki,urban,0,3,31
8301,1.302,5,Perempuan,urban,3,5,39
8302,1.820,4,Laki-Laki,urban,0,1,40
8303,9.874,5,Perempuan,rural,7,0,42
8304,2.943,2,Perempuan,rural,3,7,34
8305,6.738,5,Perempuan,urban,1,0,37
8306,0.174,8,Perempuan,urban,5,1,38
8307,0.173,2,Perempuan,urban,4,2,38
8308,0.706,3,Laki-Laki,rural,2,2,27
8309,0.628,4,Perempuan,urban,2,1,42
8310,11.924,8,Laki-Laki,rural,2,3,39
8311,1.982,4,Laki-Laki,rural,1,2,37
8312,33.406,9,Laki-Laki,urban,2,1,45
8313,4.980,4,Laki-Laki,rural,0,2,44
8314,7.044,4,Perempuan,urban,4,4,31
8315,5.524,3,Perempuan,urban,1,2,53
8316,6.286,7,Perempuan,urban,4,3,33
8317,9.968,8,Perempuan,rural,2,2,38
8318,2.588,2,Perempuan,rural,3,0,34
8319,0.930,4,Laki-Laki,rural,2,0,41
8320,10.608,4,Laki-Laki,urban,8,1,41
8321,2.797,3,Laki-Laki,urban,4,1,40
8322,2.022,1,Laki-Laki,urban,1,3,37
8323,5.131,2,Laki-Laki,urban,0,9,44
8324,14.514,8,Laki-Laki,rural,6,1,25
8325,5.420,3,Laki-Laki,rural,4,2,37
8326,0.035,2,Perempuan,urban,2,3,45
8327,1.284,3,Perempuan,urban,10,3,43
8328,6.461,7,Perempuan,urban,4,3,37
8329,1.232,5,Perempuan,rural,2,1,48
8330,5.162,3,Laki-Laki,rural,1,1,45
8331,6.114,5,Perempuan,urban,7,2,30
8332,23.263,14,Perempuan,rural,8,6,34
8333,4.828,2,Perempuan,rural,3,3,39
8334,1.132,6,Perempuan,rural,10,3,38
8335,8.411,6,Perempuan,urban,1,0,37
8336,1.234,4,Laki-Laki,rural,1,1,43
8337,3.474,5,Laki-Laki,urban,3,0,45
8338,1.307,1,Laki-Laki,rural,3,1,34
8339,0.296,3,Perempuan,rural,2,1,40
8340,11.866,6,Laki-Laki,rural,3,8,44
8341,1.097,6,Perempuan,urban,3,2,36
8342,5.087,8,Perempuan,urban,7,2,47
8343,0.608,1,Laki-Laki,rural,0,2,44
8344,7.666,2,Laki-Laki,urban,0,2,41
8345,2.717,1,Perempuan,rural,6,0,42
8346,0.533,3,Laki-Laki,urban,0,0,43
8347,1.269,4,Laki-Laki,urban,2,2,47
8348,0.877,6,Perempuan,rural,4,4,35
8349,0.180,6,Perempuan,urban,5,0,33
8350,0.844,4,Perempuan,urban,0,4,38
8351,14.802,10,Laki-Laki,rural,4,1,29
8352,2.890,1,Perempuan,rural,0,2,36
8353,5.734,5,Perempuan,rural,1,1,45
8354,2.483,4,Perempuan,urban,4,4,41
8355,0.076,2,Laki-Laki,rural,1,1,36
8356,1.550,7,Laki-Laki,rural,2,1,43
8357,5.794,3,Perempuan,rural,2,4,36
8358,2.480,2,Perempuan,rural,0,6,37
8359,0.643,9,Laki-Laki,rural,3,3,44
8360,2.079,4,Perempuan,urban,3,1,42
8361,0.358,0,Perempuan,rural,4,0,36
8362,0.761,3,Laki-Laki,rural,0,2,37
8363,7.649,4,Perempuan,urban,2,4,43
8364,0.212,2,Laki-Laki,rural,0,2,25
8365,1.449,3,Perempuan,urban,4,3,32
8366,3.525,1,Perempuan,urban,0,0,35
8367,3.678,0,Laki-Laki,rural,0,3,41
8368,5.432,5,Perempuan,urban,3,1,34
8369,0.062,5,Laki-Laki,rural,6,3,40
8370,14.727,8,Perempuan,rural,3,5,41
8371,24.095,9,Laki-Laki,urban,6,1,43
8372,0.611,3,Perempuan,rural,1,6,43
8373,0.819,7,Laki-Laki,urban,4,1,42
8374,1.980,2,Laki-Laki,urban,2,4,38
8375,5.889,7,Perempuan,rural,3,0,30
8376,0.617,2,Perempuan,rural,5,0,42
8377,0.453,0,Laki-Laki,rural,2,1,38
8378,7.962,4,Perempuan,rural,6,4,32
8379,3.116,8,Laki-Laki,urban,5,1,36
8380,8.075,1,Laki-Laki,rural,1,1,39
8381,12.759,4,Laki-Laki,urban,1,4,36
8382,9.858,4,Perempuan,rural,1,2,31
8383,6.213,13,Laki-Laki,rural,4,0,29
8384,4.658,5,Laki-Laki,rural,13,3,37
8385,1.131,1,Perempuan,rural,1,1,35
8386,8.637,2,Laki-Laki,urban,1,0,35
8387,13.281,5,Laki-Laki,rural,3,0,39
8388,1.319,3,Laki-Laki,urban,2,1,39
8389,12.553,10,Laki-Laki,rural,5,5,34
8390,9.749,7,Perempuan,urban,5,2,38
8391,1.992,0,Laki-Laki,rural,0,2,39
8392,17.485,5,Laki-Laki,urban,1,0,45
8393,15.731,8,Laki-Laki,urban,1,0,36
8394,2.629,3,Perempuan,rural,5,1,34
8395,3.112,1,Laki-Laki,rural,1,3,38
8396,5.492,2,Perempuan,rural,4,2,32
8397,4.250,1,Perempuan,rural,2,3,34
8398,3.207,1,Laki-Laki,rural,1,2,41
8399,5.233,7,Laki-Laki,rural,4,2,35
8400,4.264,3,Perempuan,rural,4,1,40
8401,1.654,3,Laki-Laki,urban,3,2,33
8402,4.964,7,Laki-Laki,rural,8,0,43
8403,7.318,9,Laki-Laki,urban,1,6,44
8404,1.146,9,Laki-Laki,rural,5,2,33
8405,6.501,6,Perempuan,urban,3,1,38
8406,20.611,2,Perempuan,urban,3,6,28
8407,4.339,2,Laki-Laki,rural,1,1,45
8408,0.385,3,Perempuan,rural,4,2,35
8409,0.501,1,Laki-Laki,rural,2,2,41
8410,1.126,4,Laki-Laki,urban,1,3,36
8411,0.018,4,Laki-Laki,rural,4,4,33
8412,2.814,5,Perempuan,urban,2,1,26
8413,18.399,10,Laki-Laki,rural,4,2,43
8414,2.053,1,Laki-Laki,rural,1,1,47
8415,16.357,4,Laki-Laki,rural,1,5,28
8416,1.552,3,Laki-Laki,urban,2,2,40
8417,8.647,5,Perempuan,urban,5,3,39
8418,0.983,3,Perempuan,rural,5,3,38
8419,0.255,4,Laki-Laki,urban,2,9,37
8420,4.660,6,Laki-Laki,urban,7,2,35
8421,4.066,2,Perempuan,rural,5,1,47
8422,1.064,2,Perempuan,urban,1,1,41
8423,1.989,2,Laki-Laki,urban,0,1,32
8424,3.284,5,Perempuan,urban,1,2,40
8425,11.282,10,Laki-Laki,rural,2,3,37
8426,10.731,5,Perempuan,rural,4,2,38
8427,8.865,10,Perempuan,rural,8,1,30
8428,1.862,4,Laki-Laki,urban,4,1,35
8429,6.635,4,Laki-Laki,urban,4,1,36
8430,7.042,2,Perempuan,rural,0,5,32
8431,4.314,6,Perempuan,urban,6,0,33
8432,0.201,8,Perempuan,rural,3,2,47
8433,6.369,3,Laki-Laki,rural,0,2,38
8434,6.365,0,Perempuan,rural,2,4,33
8435,25.905,8,Laki-Laki,rural,3,6,46
8436,3.377,0,Perempuan,rural,2,1,37
8437,34.360,12,Laki-Laki,rural,6,1,37
8438,9.299,7,Laki-Laki,urban,3,1,37
8439,4.532,2,Laki-Laki,rural,4,3,31
8440,21.645,4,Laki-Laki,urban,2,1,37
8441,3.518,7,Laki-Laki,rural,0,2,41
8442,8.861,4,Laki-Laki,rural,4,1,40
8443,4.069,6,Perempuan,urban,6,3,40
8444,15.198,6,Perempuan,rural,3,3,40
8445,4.954,5,Laki-Laki,rural,0,2,37
8446,0.314,2,Laki-Laki,urban,2,2,36
8447,24.789,9,Laki-Laki,rural,2,2,35
8448,0.107,3,Laki-Laki,urban,1,2,42
8449,1.994,4,Perempuan,rural,3,1,42
8450,1.572,6,Perempuan,rural,4,0,38
8451,1.311,0,Laki-Laki,rural,3,1,43
8452,1.498,2,Perempuan,rural,1,2,46
8453,1.796,1,Laki-Laki,rural,0,2,40
8454,16.643,9,Laki-Laki,urban,13,10,33
8455,1.459,1,Laki-Laki,urban,2,0,40
8456,1.651,3,Laki-Laki,rural,1,1,39
8457,1.993,7,Laki-Laki,urban,5,2,36
8458,21.478,12,Perempuan,rural,5,3,30
8459,25.495,9,Perempuan,rural,2,2,40
8460,0.036,2,Laki-Laki,rural,3,2,53
8461,2.252,0,Perempuan,rural,5,0,33
8462,5.685,3,Perempuan,urban,1,3,37
8463,5.594,6,Laki-Laki,urban,1,2,36
8464,2.085,4,Laki-Laki,rural,0,0,30
8465,18.590,6,Laki-Laki,rural,0,4,30
8466,1.564,1,Laki-Laki,urban,2,2,36
8467,2.032,4,Laki-Laki,rural,2,0,43
8468,1.030,4,Perempuan,rural,3,1,40
8469,11.588,9,Laki-Laki,urban,1,3,34
8470,1.410,3,Perempuan,rural,1,2,40
8471,20.382,12,Laki-Laki,rural,1,6,43
8472,2.315,5,Perempuan,rural,3,0,32
8473,11.746,10,Perempuan,rural,4,2,44
8474,0.883,7,Laki-Laki,rural,3,2,42
8475,21.219,21,Perempuan,urban,5,5,32
8476,11.683,3,Laki-Laki,urban,5,4,37
8477,0.440,4,Perempuan,urban,1,3,32
8478,5.559,6,Perempuan,rural,5,2,38
8479,1.790,3,Laki-Laki,urban,2,3,32
8480,0.769,4,Laki-Laki,rural,4,0,38
8481,1.090,6,Perempuan,rural,1,3,36
8482,11.811,4,Laki-Laki,rural,0,2,40
8483,18.779,9,Perempuan,urban,4,4,31
8484,7.254,7,Laki-Laki,rural,2,2,43
8485,6.861,4,Laki-Laki,rural,0,0,32
8486,1.431,6,Perempuan,urban,1,2,32
8487,8.419,8,Laki-Laki,rural,3,2,35
8488,5.806,3,Perempuan,rural,3,0,38
8489,5.726,5,Laki-Laki,rural,2,1,38
8490,4.495,6,Laki-Laki,urban,1,3,26
8491,3.377,4,Laki-Laki,urban,3,2,42
8492,4.456,3,Perempuan,rural,0,4,38
8493,2.209,4,Perempuan,urban,5,1,36
8494,13.495,11,Perempuan,urban,4,2,30
8495,0.138,4,Perempuan,urban,0,1,41
8496,5.087,6,Perempuan,rural,0,1,43
8497,1.393,4,Perempuan,urban,5,0,42
8498,12.950,8,Laki-Laki,rural,3,3,38
8499,12.645,10,Perempuan,rural,4,1,32
8500,11.610,5,Laki-Laki,urban,6,5,38
8501,1.349,5,Laki-Laki,urban,0,0,35
8502,3.221,2,Laki-Laki,rural,2,1,53
8503,4.371,6,Laki-Laki,rural,2,1,40
8504,0.031,3,Perempuan,urban,4,5,41
8505,2.790,5,Laki-Laki,rural,5,2,42
8506,1.295,7,Laki-Laki,rural,4,3,39
8507,19.268,8,Perempuan,rural,5,3,36
8508,12.459,5,Perempuan,rural,1,0,35
8509,1.681,5,Perempuan,rural,7,5,26
8510,1.766,1,Perempuan,rural,3,2,33
8511,19.942,18,Laki-Laki,rural,14,2,39
8512,10.160,4,Perempuan,rural,2,3,30
8513,1.130,4,Laki-Laki,rural,1,2,39
8514,2.198,1,Laki-Laki,urban,1,0,39
8515,3.423,6,Laki-Laki,rural,1,6,35
8516,7.579,4,Laki-Laki,rural,2,8,32
8517,14.181,7,Perempuan,rural,5,2,36
8518,0.946,0,Laki-Laki,rural,9,3,36
8519,2.600,7,Laki-Laki,rural,3,0,40
8520,1.095,5,Perempuan,urban,1,0,33
8521,3.072,4,Perempuan,rural,0,9,33
8522,1.584,1,Perempuan,rural,5,1,41
8523,3.369,1,Perempuan,urban,7,1,36
8524,0.121,2,Perempuan,urban,5,3,34
8525,8.664,14,Laki-Laki,rural,8,6,32
8526,0.348,3,Perempuan,rural,2,3,31
8527,7.862,2,Laki-Laki,rural,1,8,43
8528,9.841,4,Laki-Laki,rural,3,0,41
8529,0.790,3,Perempuan,urban,4,2,31
8530,0.349,3,Perempuan,rural,0,3,35
8531,2.919,2,Laki-Laki,urban,0,0,34
8532,2.852,3,Perempuan,urban,7,0,41
8533,19.223,6,Laki-Laki,rural,2,3,44
8534,0.205,4,Laki-Laki,rural,6,2,38
8535,0.069,4,Perempuan,rural,0,0,43
8536,6.483,3,Laki-Laki,urban,2,5,44
8537,0.772,2,Laki-Laki,urban,1,2,30
8538,3.284,5,Laki-Laki,rural,1,2,42
8539,3.264,3,Laki-Laki,rural,1,0,39
8540,7.545,7,Perempuan,rural,3,2,41
8541,14.778,6,Laki-Laki,urban,1,2,33
8542,3.120,1,Laki-Laki,urban,1,7,41
8543,12.236,5,Laki-Laki,rural,0,1,38
8544,1.983,1,Laki-Laki,rural,1,6,41
8545,2.611,1,Perempuan,urban,4,1,40
8546,4.092,3,Laki-Laki,urban,1,3,41
8547,0.476,4,Perempuan,urban,0,3,39
8548,2.650,2,Perempuan,rural,8,1,37
8549,12.637,2,Perempuan,rural,3,4,38
8550,14.320,1,Laki-Laki,rural,2,3,34
8551,6.254,4,Perempuan,urban,3,2,41
8552,1.746,4,Laki-Laki,rural,0,1,28
8553,6.808,3,Perempuan,rural,1,2,27
8554,2.452,4,Perempuan,rural,2,2,39
8555,1.414,4,Laki-Laki,urban,2,2,32
8556,5.299,7,Perempuan,rural,9,2,45
8557,0.185,3,Perempuan,rural,0,1,37
8558,4.806,4,Laki-Laki,rural,1,0,47
8559,0.125,4,Perempuan,rural,5,1,33
8560,6.390,5,Laki-Laki,rural,0,3,47
8561,7.052,5,Perempuan,urban,8,1,44
8562,6.321,4,Laki-Laki,urban,0,3,40
8563,7.231,4,Laki-Laki,urban,0,4,36
8564,0.497,2,Laki-Laki,rural,1,4,40
8565,5.460,5,Perempuan,rural,3,0,46
8566,4.541,3,Laki-Laki,rural,1,3,39
8567,0.655,5,Perempuan,rural,4,0,35
8568,0.572,0,Laki-Laki,rural,1,2,36
8569,8.418,4,Perempuan,rural,3,2,38
8570,18.336,15,Perempuan,rural,3,2,41
8571,5.458,1,Laki-Laki,rural,1,2,37
8572,7.863,5,Perempuan,rural,1,4,41
8573,9.466,16,Laki-Laki,urban,3,1,41
8574,0.052,3,Laki-Laki,urban,0,0,42
8575,1.526,3,Laki-Laki,rural,0,5,37
8576,16.110,5,Perempuan,rural,2,7,37
8577,4.781,7,Laki-Laki,urban,0,3,40
8578,20.332,5,Laki-Laki,urban,0,3,29
8579,6.132,3,Laki-Laki,urban,7,4,49
8580,3.247,1,Perempuan,rural,2,2,35
8581,12.869,12,Laki-Laki,rural,5,2,42
8582,9.741,14,Perempuan,rural,6,3,33
8583,0.746,3,Perempuan,urban,5,4,40
8584,4.086,6,Perempuan,rural,3,2,33
8585,3.879,7,Laki-Laki,rural,2,4,36
8586,3.337,10,Laki-Laki,urban,11,3,33
8587,0.469,4,Perempuan,rural,2,3,36
8588,2.170,3,Laki-Laki,rural,0,2,32
8589,5.718,1,Perempuan,urban,1,1,35
8590,0.095,0,Perempuan,rural,2,2,33
8591,6.600,11,Perempuan,rural,3,1,33
8592,13.434,6,Perempuan,urban,7,1,42
8593,5.088,2,Perempuan,rural,4,1,41
8594,0.092,1,Laki-Laki,rural,7,1,34
8595,0.025,4,Laki-Laki,urban,2,2,35
8596,0.649,5,Laki-Laki,rural,1,1,36
8597,0.290,4,Perempuan,rural,3,3,38
8598,14.327,10,Laki-Laki,rural,3,3,36
8599,3.367,6,Laki-Laki,rural,1,1,39
8600,4.825,7,Laki-Laki,rural,3,2,35
8601,1.332,4,Perempuan,rural,1,3,32
8602,3.556,4,Laki-Laki,rural,1,2,34
8603,0.597,2,Perempuan,urban,4,0,43
8604,19.686,8,Laki-Laki,urban,0,2,37
8605,7.158,1,Perempuan,rural,2,3,42
8606,2.502,4,Laki-Laki,rural,0,3,44
8607,3.281,4,Perempuan,urban,3,6,33
8608,1.831,2,Laki-Laki,rural,2,2,31
8609,21.356,24,Laki-Laki,rural,4,1,35
8610,3.530,7,Perempuan,urban,6,2,36
8611,0.513,1,Laki-Laki,rural,2,1,42
